film_id,titre,titre_original,annee,sortie,duree,franchise_id,pays
132169,M. Vampire 1992,新彊屍先生,1992,1992-08-08,89,1274215,{hk}
132363,Le Majordome,The Butler,2013,2013-08-16,132,,{us}
132369,Invasion extra-terrestre,The Arrival,1991,1991-01-01,103,,{us}
133805,"Carrie, la vengeance",Carrie,2013,2013-10-16,100,,{us}
134240,Le Léopard,Le Léopard,1984,1984-03-14,96,,{fr}
138103,Expendables 3,The Expendables 3,2014,2014-08-07,126,126125,"{bg,fr,us}"
138659,Les Braqueuses,Les Braqueuses,1994,1994-06-22,90,,{fr}
139262,Patton : Né pour être soldat,The Last Days of Patton,1986,1986-12-15,146,609766,{us}
139874,Elles n'oublient jamais,Elles n'oublient jamais,1994,1994-04-13,107,,{fr}
148077,Lieksa!,Lieksa!,2007,2007-09-14,95,,{fi}
150736,Recto/Verso,Recto/Verso,1999,1999-06-16,85,,{fr}
150839,Commando Leopard,Kommando Leopard,1985,1985-10-24,103,,"{it,de,ch}"
151992,Secret Places,Secret Places,1984,1984-05-11,98,,{gb}
152018,Naïs,Naïs,1945,1945-11-17,117,,{fr}
157350,Divergente,Divergent,2014,2014-03-14,140,283579,{us}
159704,La Princesse rebelle,Fantaghirò,1991,1991-12-22,110,173738,{it}
160211,Citizen Steve,,1987,1987-01-01,24,,{us}
160879,Zorn,,1994,1994-08-19,166,,"{fi,se,no}"
161371,Par où t'es rentré ? On t'a pas vu sortir,Par où t'es rentré? On t'a pas vu sortir,1984,1984-11-18,90,,{}
163766,Finish Line,,1989,1989-01-11,95,,{us}
163879,OSS 117 se déchaîne,OSS 117 se déchaîne,1963,1963-06-18,110,183680,"{fr,it}"
164126,Le Zèbre,Le Zèbre,1992,1992-06-16,95,,{fr}
169009,Bridge to Terabithia,,1985,1985-02-04,60,,{ca}
169946,Pas de roses pour OSS 117,Niente rose per OSS 117,1968,1968-07-27,105,183680,"{fr,it}"
170592,Vampire Bride,花嫁吸血魔,1960,1960-08-27,80,,{jp}
172825,La Vouivre,La Vouivre,1989,1989-01-11,102,,{fr}
173727,La sorcière noire,Fantaghirò 2,1992,1992-12-20,200,173738,{it}
173731,La Reine des ténèbres,Fantaghirò 3,1993,1993-12-20,200,173738,{it}
173736,L'Empereur du mal,Fantaghirò 4,1994,1994-12-19,200,173738,{it}
173737,Le Retour de Fantagaro,Fantaghirò 5,1996,1996-12-20,200,173738,{it}
178297,Tête à claques,Tête à claques,1982,1982-02-17,92,,{}
179538,Les Sorcières de Zugarramurdi,Las brujas de Zugarramurdi,2013,2013-09-20,112,,"{es,fr}"
181886,Enemy,Enemy,2014,2014-03-14,91,,"{ca,fr,es}"
183046,Surviving,,1985,1985-02-10,143,,{us}
187856,Le Fou du labo 4,Le Fou du labo 4,1967,1967-11-29,90,,{fr}
188987,Le caïd,Le caïd,1960,1960-05-31,92,,{fr}
190417,Polar,Polar,1984,1984-03-21,97,,{fr}
197537,La Machine,La Machine,1994,1994-05-28,96,,"{fr,de}"
200450,Rain Without Thunder,,1993,1993-02-05,85,,{}
203833,La voleuse de livres,The Book Thief,2013,2013-11-08,131,,"{de,us}"
214884,Betrayal of the Dove,,1993,1993-06-02,93,,{us}
216791,Deadly Heroes,,1993,1993-10-01,105,,{us}
219841,"Chasseurs de loups, chasseurs d'or",Warrior Spirit,1994,1994-01-07,94,,{}
222054,Les Aventures du Jeune Indiana Jones : L'Attaque des Hommes Faucons,The Adventures of Young Indiana Jones: Attack of the Hawkmen,1995,1995-10-08,96,,{us}
227468,Mon curé chez les Thaïlandaises,Mon curé chez les Thaïlandaises,1983,1983-07-13,95,,{fr}
242248,Un été d'enfer,Un été d'enfer,1984,1984-04-17,104,,{fr}
243101,Le Permis de conduire,Le Permis de conduire,1974,1974-04-30,90,,"{fr,it}"
248390,Le Crocodile du Botswanga,Le Crocodile du Botswanga,2014,2014-02-19,90,,{fr}
250634,Les Longs Manteaux,,1986,1986-02-19,106,,"{fr,ar}"
255473,Ronde de nuit,Ronde de nuit,1984,1984-01-11,95,,{}
259530,Entre la mer et l'eau douce,,1967,1967-08-12,85,,{ca}
262500,Divergente 2 : L'Insurrection,Insurgent,2015,2015-03-18,119,283579,"{ca,us}"
262504,Divergente 3 : Au-delà du mur,Allegiant,2016,2016-03-09,121,283579,{us}
263341,Tigre et Dragon 2,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,2016-02-18,100,290973,{cn}
270447,Les Fauves,Les Fauves,1984,1984-04-18,90,,{fr}
271559,Devarim,Zihron Devarim,1995,1995-01-01,113,,"{fr,il,it}"
281338,La Planète des singes : Suprématie,War for the Planet of the Apes,2017,2017-07-11,142,173710,{us}
283366,Miss Peregrine et les enfants particuliers,Miss Peregrine's Home for Peculiar Children,2016,2016-09-27,127,,"{be,gb,us}"
299054,Expendables 4,Expend4bles,2023,2023-09-15,103,126125,"{bg,fr,us}"
299687,La 5ème Vague,The 5th Wave,2016,2016-01-14,113,,{us}
301054,Retenez-moi... ou je fais un malheur !,Retenez-moi... ou je fais un malheur !,1984,1984-10-31,90,,{fr}
302750,The Dolemite Explosion,The Dolemite Explosion,2002,2002-05-17,76,405256,{us}
304322,"Debout les crabes, la mer monte !",,1983,1983-08-17,90,,{}
315837,Ghost in the Shell,Ghost in the Shell,2017,2017-03-29,107,,"{cn,hk,in,us}"
335903,Gross Misconduct: The Life of Brian Spencer,,1993,1993-02-28,95,,{ca}
335984,Blade Runner 2049,Blade Runner 2049,2017,2017-10-04,164,422837,"{ca,gb,us}"
338703,Charité biz'ness,Charité biz'ness,1998,1998-08-26,85,,{fr}
338730,Le Psychopathe,Mind Games,1989,1989-03-03,93,,{us}
345666,Sam Raimi Early Shorts,,1985,1985-01-01,157,,{us}
346672,Underworld : Blood Wars,Underworld: Blood Wars,2016,2016-11-24,93,2326,{us}
356206,"Sauve-toi, Lola",,1986,1986-09-03,105,,"{ca,fr}"
358828,Word of Honor,,1981,1981-01-06,96,,{us}
359120,We Are the World: The Story Behind the Song,,1985,1985-01-28,52,,{us}
368161,Strong Medicine,,1986,1986-01-01,0,,{}
375262,La Favorite,The Favourite,2018,2018-11-23,120,,"{ie,gb,us}"
385871,パッセンジャー　過ぎ去りし日々,,1987,1987-10-03,131,,{jp}
396535,Dernier train pour Busan,부산행,2016,2016-07-20,118,619537,{kr}
399579,Alita : Battle Angel,Alita: Battle Angel,2019,2019-01-31,122,,{us}
401306,On a retrouvé la 7ème compagnie,On a retrouvé la 7ème compagnie,1975,1975-12-10,80,93287,{fr}
406298,Dans la forêt,Dans la forêt,2016,2016-10-05,103,,"{fr,se}"
419430,Get Out,Get Out,2017,2017-02-24,104,,{us}
427809,L'émir préfère les blondes,L'émir préfère les blondes,1983,1983-05-01,90,,{fr}
427910,Navy Seals : Les Meilleurs,Navy Seals,1990,1990-07-20,108,,{us}
435126,Perfectos desconocidos,Perfectos desconocidos,2017,2017-12-01,99,,"{it,es}"
452604,The Canadian Conspiracy,"",1985,1985-01-01,70,,{}
466420,Killers of the Flower Moon,Killers of the Flower Moon,2023,2023-10-18,206,,{us}
467660,Paranoïa,Unsane,2018,2018-02-21,97,,{us}
471506,Greta,Greta,2019,2019-02-28,98,,"{hk,ie,kr,us}"
483404,Fantôme sur l'oreiller,Fantôme sur l'oreiller,1989,1989-12-30,90,,{}
517839,Border,Gräns,2018,2018-09-27,108,,"{dk,se}"
571940,Bingo!,Bingo!,1998,1998-06-24,87,,{fr}
577242,Kaamelott - Premier volet,Kaamelott - Premier volet,2021,2021-07-21,120,1076903,{fr}
597697,Believe You Can... And You Can!,,1983,1983-04-21,30,,{us}
604563,OSS 117 : Alerte rouge en Afrique noire,OSS 117 : Alerte rouge en Afrique noire,2021,2021-08-04,116,91588,{fr}
634230,Bleacher Bums,,1979,1979-05-15,85,,{us}
653346,La Planète des singes : Le Nouveau Royaume,Kingdom of the Planet of the Apes,2024,2024-05-08,145,173710,{us}
657343,The Evil Inside Me,,1993,1993-01-01,90,,{us}
675327,Shadow in the Cloud,Shadow in the Cloud,2020,2020-12-31,83,,"{nz,us}"
769714,Appearances,,1990,1990-06-17,95,,{us}
792307,Pauvres créatures,Poor Things,2023,2023-12-07,142,,"{ie,gb,us}"
945961,Alien: Romulus,Alien: Romulus,2024,2024-08-14,0,,{us}
958940,The Case of the Topanga Pearl,,1976,1976-01-01,6,,{}
1034751,Vampiras: The Brides,Vampiras: The Brides,2024,2024-02-07,90,,"{es,us}"
1076897,Kaamelott - Deuxième volet (première partie),Kaamelott - Deuxième volet (première partie),2025,2025-12-10,0,1076903,{fr}
1076902,Kaamelott - Deuxième volet (deuxième partie),Kaamelott - Deuxième volet (deuxième partie),2026,2026-04-11,0,1076903,{fr}
1112679,The Making of 'They Live',,1988,1988-01-01,9,,{us}
1126692,Ni chaînes ni maîtres,Ni chaînes ni maîtres,2024,2024-09-18,0,,{fr}
